A,B,C,D
55,0,Category2,2031-06-27
92,0,Category1,2031-06-28
14,0,Category3,2031-06-29
10,0,Category3,2031-06-30
80,0,Category1,2031-07-01
16,0,Category3,2031-07-02
54,0,Category3,2031-07-03
95,0,Category1,2031-07-04
89,0,Category1,2031-07-05
77,0,Category3,2031-07-06
70,0,Category3,2031-07-07
44,0,Category1,2031-07-08
73,0,Category1,2031-07-09
45,0,Category2,2031-07-10
56,0,Category3,2031-07-11
84,0,Category3,2031-07-12
82,0,Category1,2031-07-13
57,0,Category1,2031-07-14
21,0,Category2,2031-07-15
68,0,Category2,2031-07-16
50,0,Category1,2031-07-17
33,0,Category3,2031-07-18
91,0,Category2,2031-07-19
7,0,Category1,2031-07-20
70,0,Category1,2031-07-21
15,0,Category1,2031-07-22
82,0,Category3,2031-07-23
32,0,Category1,2031-07-24
75,0,Category1,2031-07-25
20,0,Category3,2031-07-26
88,0,Category1,2031-07-27
15,0,Category1,2031-07-28
48,0,Category2,2031-07-29
71,0,Category1,2031-07-30
21,0,Category3,2031-07-31
42,0,Category2,2031-08-01
26,0,Category1,2031-08-02
14,0,Category3,2031-08-03
57,0,Category1,2031-08-04
37,0,Category2,2031-08-05
58,0,Category3,2031-08-06
21,0,Category2,2031-08-07
82,0,Category3,2031-08-08
69,0,Category3,2031-08-09
3,0,Category1,2031-08-10
87,0,Category3,2031-08-11
90,0,Category3,2031-08-12
37,0,Category1,2031-08-13
88,0,Category3,2031-08-14
49,0,Category3,2031-08-15
19,0,Category3,2031-08-16
89,0,Category3,2031-08-17
85,0,Category1,2031-08-18
12,0,Category1,2031-08-19
61,0,Category2,2031-08-20
41,0,Category3,2031-08-21
33,0,Category1,2031-08-22
50,0,Category3,2031-08-23
68,0,Category1,2031-08-24
71,0,Category2,2031-08-25
86,0,Category3,2031-08-26
33,0,Category2,2031-08-27
81,0,Category2,2031-08-28
24,0,Category2,2031-08-29
61,0,Category1,2031-08-30
61,0,Category3,2031-08-31
98,0,Category1,2031-09-01
28,0,Category1,2031-09-02
58,0,Category3,2031-09-03
43,0,Category3,2031-09-04
41,0,Category3,2031-09-05
39,0,Category3,2031-09-06
86,0,Category1,2031-09-07
49,0,Category3,2031-09-08
17,0,Category3,2031-09-09
98,0,Category3,2031-09-10
70,0,Category2,2031-09-11
70,0,Category3,2031-09-12
98,0,Category3,2031-09-13
65,0,Category1,2031-09-14
74,0,Category2,2031-09-15
85,0,Category1,2031-09-16
5,0,Category2,2031-09-17
2,0,Category1,2031-09-18
22,0,Category1,2031-09-19
57,0,Category3,2031-09-20
66,0,Category3,2031-09-21
74,0,Category2,2031-09-22
98,0,Category2,2031-09-23
16,0,Category2,2031-09-24
51,0,Category3,2031-09-25
39,0,Category1,2031-09-26
86,0,Category2,2031-09-27
76,0,Category3,2031-09-28
88,0,Category3,2031-09-29
40,0,Category1,2031-09-30
38,0,Category1,2031-10-01
60,0,Category3,2031-10-02
59,0,Category1,2031-10-03
10,0,Category1,2031-10-04
99,0,Category3,2031-10-05
64,0,Category2,2031-10-06
63,0,Category2,2031-10-07
49,0,Category3,2031-10-08
64,0,Category2,2031-10-09
32,0,Category3,2031-10-10
7,0,Category3,2031-10-11
21,0,Category1,2031-10-12
20,0,Category2,2031-10-13
26,0,Category3,2031-10-14
68,0,Category2,2031-10-15
86,0,Category2,2031-10-16
15,0,Category2,2031-10-17
85,0,Category3,2031-10-18
79,0,Category1,2031-10-19
86,0,Category2,2031-10-20
92,0,Category3,2031-10-21
14,0,Category2,2031-10-22
27,0,Category1,2031-10-23
40,0,Category2,2031-10-24
58,0,Category3,2031-10-25
28,0,Category2,2031-10-26
26,0,Category2,2031-10-27
63,0,Category2,2031-10-28
66,0,Category1,2031-10-29
25,0,Category2,2031-10-30
3,0,Category3,2031-10-31
72,0,Category2,2031-11-01
44,0,Category2,2031-11-02
97,0,Category2,2031-11-03
42,0,Category1,2031-11-04
99,0,Category3,2031-11-05
6,0,Category2,2031-11-06
39,0,Category3,2031-11-07
52,0,Category3,2031-11-08
23,0,Category1,2031-11-09
89,0,Category3,2031-11-10
50,0,Category2,2031-11-11
43,0,Category1,2031-11-12
19,0,Category1,2031-11-13
69,0,Category3,2031-11-14
51,0,Category1,2031-11-15
11,0,Category3,2031-11-16
12,0,Category3,2031-11-17
74,0,Category1,2031-11-18
8,0,Category2,2031-11-19
24,0,Category3,2031-11-20
92,0,Category1,2031-11-21
41,0,Category1,2031-11-22
36,0,Category3,2031-11-23
85,0,Category3,2031-11-24
72,0,Category3,2031-11-25
55,0,Category3,2031-11-26
9,0,Category2,2031-11-27
47,0,Category2,2031-11-28
15,0,Category2,2031-11-29
48,0,Category2,2031-11-30
82,0,Category1,2031-12-01
42,0,Category3,2031-12-02
60,0,Category1,2031-12-03
84,0,Category1,2031-12-04
70,0,Category2,2031-12-05
12,0,Category1,2031-12-06
2,0,Category2,2031-12-07
7,0,Category3,2031-12-08
80,0,Category2,2031-12-09
3,0,Category3,2031-12-10
3,0,Category2,2031-12-11
27,0,Category1,2031-12-12
40,0,Category1,2031-12-13
33,0,Category2,2031-12-14
92,0,Category3,2031-12-15
1,0,Category3,2031-12-16
8,0,Category2,2031-12-17
32,0,Category1,2031-12-18
48,0,Category3,2031-12-19
4,0,Category2,2031-12-20
94,0,Category3,2031-12-21
70,0,Category1,2031-12-22
19,0,Category3,2031-12-23
32,0,Category2,2031-12-24
9,0,Category3,2031-12-25
12,0,Category3,2031-12-26
11,0,Category1,2031-12-27
46,0,Category1,2031-12-28
16,0,Category1,2031-12-29
1,0,Category1,2031-12-30
63,0,Category2,2031-12-31
21,0,Category3,2032-01-01
30,0,Category3,2032-01-02
13,0,Category3,2032-01-03
34,0,Category3,2032-01-04
4,0,Category2,2032-01-05
28,0,Category1,2032-01-06
95,0,Category3,2032-01-07
59,0,Category3,2032-01-08
27,0,Category1,2032-01-09
69,0,Category1,2032-01-10
25,0,Category3,2032-01-11
3,0,Category1,2032-01-12
97,0,Category3,2032-01-13
68,0,Category3,2032-01-14
25,0,Category3,2032-01-15
20,0,Category3,2032-01-16
34,0,Category3,2032-01-17
26,0,Category3,2032-01-18
5,0,Category1,2032-01-19
99,0,Category2,2032-01-20
61,0,Category2,2032-01-21
92,0,Category3,2032-01-22
93,0,Category1,2032-01-23
9,0,Category3,2032-01-24
50,0,Category1,2032-01-25
6,0,Category3,2032-01-26
83,0,Category3,2032-01-27
60,0,Category2,2032-01-28
44,0,Category1,2032-01-29
11,0,Category1,2032-01-30
66,0,Category2,2032-01-31
47,0,Category2,2032-02-01
73,0,Category2,2032-02-02
85,0,Category2,2032-02-03
88,0,Category1,2032-02-04
98,0,Category1,2032-02-05
86,0,Category2,2032-02-06
3,0,Category3,2032-02-07
76,0,Category3,2032-02-08
92,0,Category3,2032-02-09
30,0,Category3,2032-02-10
90,0,Category1,2032-02-11
21,0,Category1,2032-02-12
28,0,Category1,2032-02-13
90,0,Category3,2032-02-14
62,0,Category2,2032-02-15
33,0,Category3,2032-02-16
85,0,Category1,2032-02-17
35,0,Category3,2032-02-18
52,0,Category2,2032-02-19
34,0,Category2,2032-02-20
41,0,Category3,2032-02-21
51,0,Category1,2032-02-22
47,0,Category1,2032-02-23
82,0,Category1,2032-02-24
58,0,Category3,2032-02-25
75,0,Category1,2032-02-26
57,0,Category3,2032-02-27
23,0,Category1,2032-02-28
48,0,Category2,2032-02-29
22,0,Category2,2032-03-01
17,0,Category1,2032-03-02
69,0,Category3,2032-03-03
11,0,Category1,2032-03-04
94,0,Category3,2032-03-05
15,0,Category2,2032-03-06
91,0,Category3,2032-03-07
35,0,Category1,2032-03-08
33,0,Category2,2032-03-09
84,0,Category3,2032-03-10
16,0,Category3,2032-03-11
34,0,Category2,2032-03-12
66,0,Category1,2032-03-13
99,0,Category2,2032-03-14
40,0,Category1,2032-03-15
28,0,Category1,2032-03-16
47,0,Category3,2032-03-17
39,0,Category1,2032-03-18
70,0,Category1,2032-03-19
73,0,Category2,2032-03-20
20,0,Category2,2032-03-21
1,0,Category1,2032-03-22
72,0,Category3,2032-03-23
87,0,Category2,2032-03-24
63,0,Category3,2032-03-25
67,0,Category2,2032-03-26
4,0,Category2,2032-03-27
58,0,Category1,2032-03-28
25,0,Category2,2032-03-29
47,0,Category2,2032-03-30
38,0,Category3,2032-03-31
15,0,Category2,2032-04-01
63,0,Category2,2032-04-02
21,0,Category3,2032-04-03
99,0,Category1,2032-04-04
57,0,Category1,2032-04-05
53,0,Category2,2032-04-06
46,0,Category2,2032-04-07
14,0,Category3,2032-04-08
76,0,Category1,2032-04-09
17,0,Category1,2032-04-10
39,0,Category1,2032-04-11
9,0,Category3,2032-04-12
99,0,Category3,2032-04-13
77,0,Category3,2032-04-14
79,0,Category2,2032-04-15
82,0,Category1,2032-04-16
97,0,Category2,2032-04-17
6,0,Category2,2032-04-18
91,0,Category3,2032-04-19
23,0,Category1,2032-04-20
59,0,Category2,2032-04-21
91,0,Category1,2032-04-22
98,0,Category2,2032-04-23
46,0,Category3,2032-04-24
38,0,Category2,2032-04-25
14,0,Category3,2032-04-26
72,0,Category1,2032-04-27
62,0,Category2,2032-04-28
35,0,Category2,2032-04-29
19,0,Category3,2032-04-30
30,0,Category3,2032-05-01
78,0,Category1,2032-05-02
84,0,Category3,2032-05-03
25,0,Category1,2032-05-04
40,0,Category2,2032-05-05
88,0,Category1,2032-05-06
14,0,Category1,2032-05-07
26,0,Category1,2032-05-08
87,0,Category2,2032-05-09
22,0,Category2,2032-05-10
48,0,Category3,2032-05-11
83,0,Category1,2032-05-12
51,0,Category2,2032-05-13
3,0,Category1,2032-05-14
42,0,Category1,2032-05-15
19,0,Category1,2032-05-16
73,0,Category2,2032-05-17
28,0,Category1,2032-05-18
84,0,Category1,2032-05-19
45,0,Category3,2032-05-20
71,0,Category1,2032-05-21
78,0,Category3,2032-05-22
63,0,Category1,2032-05-23
73,0,Category3,2032-05-24
19,0,Category2,2032-05-25
47,0,Category2,2032-05-26
14,0,Category1,2032-05-27
38,0,Category3,2032-05-28
53,0,Category2,2032-05-29
61,0,Category1,2032-05-30
36,0,Category1,2032-05-31
40,0,Category3,2032-06-01
81,0,Category3,2032-06-02
30,0,Category1,2032-06-03
9,0,Category3,2032-06-04
64,0,Category3,2032-06-05
33,0,Category2,2032-06-06
52,0,Category3,2032-06-07
89,0,Category1,2032-06-08
14,0,Category3,2032-06-09
75,0,Category1,2032-06-10
53,0,Category1,2032-06-11
99,0,Category3,2032-06-12
59,0,Category3,2032-06-13
78,0,Category3,2032-06-14
94,0,Category2,2032-06-15
41,0,Category2,2032-06-16
68,0,Category3,2032-06-17
68,0,Category1,2032-06-18
92,0,Category3,2032-06-19
8,0,Category2,2032-06-20
2,0,Category2,2032-06-21
86,0,Category3,2032-06-22
41,0,Category1,2032-06-23
55,0,Category1,2032-06-24
16,0,Category2,2032-06-25
93,0,Category2,2032-06-26
62,0,Category2,2032-06-27
48,0,Category1,2032-06-28
30,0,Category2,2032-06-29
12,0,Category2,2032-06-30
35,0,Category1,2032-07-01
11,0,Category2,2032-07-02
64,0,Category2,2032-07-03
50,0,Category3,2032-07-04
85,0,Category2,2032-07-05
21,0,Category3,2032-07-06
69,0,Category2,2032-07-07
48,0,Category2,2032-07-08
20,0,Category3,2032-07-09
67,0,Category2,2032-07-10
44,0,Category3,2032-07-11
33,0,Category2,2032-07-12
73,0,Category3,2032-07-13
61,0,Category3,2032-07-14
9,0,Category2,2032-07-15
68,0,Category2,2032-07-16
35,0,Category3,2032-07-17
81,0,Category1,2032-07-18
98,0,Category2,2032-07-19
88,0,Category2,2032-07-20
96,0,Category1,2032-07-21
65,0,Category1,2032-07-22
8,0,Category3,2032-07-23
45,0,Category2,2032-07-24
87,0,Category3,2032-07-25
47,0,Category2,2032-07-26
40,0,Category1,2032-07-27
76,0,Category3,2032-07-28
54,0,Category2,2032-07-29
76,0,Category2,2032-07-30
46,0,Category1,2032-07-31
47,0,Category1,2032-08-01
15,0,Category2,2032-08-02
19,0,Category1,2032-08-03
26,0,Category1,2032-08-04
52,0,Category3,2032-08-05
93,0,Category2,2032-08-06
22,0,Category3,2032-08-07
21,0,Category1,2032-08-08
51,0,Category2,2032-08-09
38,0,Category1,2032-08-10
20,0,Category1,2032-08-11
29,0,Category2,2032-08-12
51,0,Category1,2032-08-13
4,0,Category3,2032-08-14
55,0,Category2,2032-08-15
71,0,Category1,2032-08-16
92,0,Category1,2032-08-17
28,0,Category1,2032-08-18
4,0,Category2,2032-08-19
22,0,Category3,2032-08-20
76,0,Category1,2032-08-21
45,0,Category1,2032-08-22
67,0,Category1,2032-08-23
86,0,Category2,2032-08-24
66,0,Category1,2032-08-25
88,0,Category1,2032-08-26
34,0,Category1,2032-08-27
91,0,Category2,2032-08-28
55,0,Category3,2032-08-29
1,0,Category2,2032-08-30
72,0,Category3,2032-08-31
87,0,Category3,2032-09-01
38,0,Category2,2032-09-02
6,0,Category1,2032-09-03
86,0,Category3,2032-09-04
25,0,Category1,2032-09-05
82,0,Category3,2032-09-06
17,0,Category1,2032-09-07
61,0,Category1,2032-09-08
12,0,Category2,2032-09-09
6,0,Category1,2032-09-10
90,0,Category3,2032-09-11
27,0,Category1,2032-09-12
8,0,Category1,2032-09-13
83,0,Category1,2032-09-14
65,0,Category3,2032-09-15
57,0,Category3,2032-09-16
93,0,Category3,2032-09-17
99,0,Category1,2032-09-18
40,0,Category2,2032-09-19
14,0,Category3,2032-09-20
35,0,Category1,2032-09-21
48,0,Category3,2032-09-22
84,0,Category2,2032-09-23
56,0,Category1,2032-09-24
49,0,Category3,2032-09-25
13,0,Category3,2032-09-26
61,0,Category2,2032-09-27
49,0,Category3,2032-09-28
46,0,Category1,2032-09-29
62,0,Category1,2032-09-30
8,0,Category2,2032-10-01
43,0,Category2,2032-10-02
20,0,Category2,2032-10-03
97,0,Category1,2032-10-04
90,0,Category2,2032-10-05
39,0,Category3,2032-10-06
85,0,Category3,2032-10-07
49,0,Category1,2032-10-08
64,0,Category3,2032-10-09
62,0,Category2,2032-10-10
54,0,Category3,2032-10-11
9,0,Category2,2032-10-12
88,0,Category3,2032-10-13
37,0,Category1,2032-10-14
49,0,Category2,2032-10-15
41,0,Category3,2032-10-16
17,0,Category1,2032-10-17
88,0,Category3,2032-10-18
21,0,Category1,2032-10-19
51,0,Category3,2032-10-20
59,0,Category2,2032-10-21
39,0,Category2,2032-10-22
55,0,Category2,2032-10-23
41,0,Category2,2032-10-24
39,0,Category2,2032-10-25
13,0,Category3,2032-10-26
64,0,Category3,2032-10-27
11,0,Category3,2032-10-28
19,0,Category3,2032-10-29
11,0,Category2,2032-10-30
77,0,Category1,2032-10-31
46,0,Category2,2032-11-01
45,0,Category3,2032-11-02
1,0,Category2,2032-11-03
40,0,Category2,2032-11-04
19,0,Category2,2032-11-05
76,0,Category1,2032-11-06
72,0,Category2,2032-11-07
72,0,Category2,2032-11-08
61,0,Category1,2032-11-09
12,0,Category2,2032-11-10
61,0,Category2,2032-11-11
33,0,Category2,2032-11-12
45,0,Category2,2032-11-13
90,0,Category2,2032-11-14
92,0,Category3,2032-11-15
69,0,Category2,2032-11-16
8,0,Category1,2032-11-17
25,0,Category2,2032-11-18
91,0,Category3,2032-11-19
46,0,Category1,2032-11-20
87,0,Category1,2032-11-21
30,0,Category2,2032-11-22
47,0,Category3,2032-11-23
87,0,Category2,2032-11-24
49,0,Category3,2032-11-25
47,0,Category3,2032-11-26
84,0,Category2,2032-11-27
82,0,Category3,2032-11-28
18,0,Category2,2032-11-29
66,0,Category3,2032-11-30
68,0,Category1,2032-12-01
94,0,Category2,2032-12-02
33,0,Category3,2032-12-03
36,0,Category1,2032-12-04
82,0,Category1,2032-12-05
19,0,Category1,2032-12-06
28,0,Category1,2032-12-07
40,0,Category2,2032-12-08
84,0,Category3,2032-12-09
97,0,Category1,2032-12-10
76,0,Category3,2032-12-11
15,0,Category3,2032-12-12
41,0,Category3,2032-12-13
39,0,Category2,2032-12-14
2,0,Category2,2032-12-15
63,0,Category1,2032-12-16
29,0,Category3,2032-12-17
74,0,Category2,2032-12-18
66,0,Category2,2032-12-19
51,0,Category2,2032-12-20
75,0,Category1,2032-12-21
77,0,Category2,2032-12-22
10,0,Category3,2032-12-23
14,0,Category2,2032-12-24
82,0,Category2,2032-12-25
51,0,Category1,2032-12-26
73,0,Category3,2032-12-27
39,0,Category2,2032-12-28
28,0,Category3,2032-12-29
3,0,Category3,2032-12-30
84,0,Category2,2032-12-31
70,0,Category1,2033-01-01
27,0,Category3,2033-01-02
2,0,Category2,2033-01-03
93,0,Category3,2033-01-04
38,0,Category3,2033-01-05
3,0,Category3,2033-01-06
16,0,Category2,2033-01-07
94,0,Category3,2033-01-08
40,0,Category3,2033-01-09
2,0,Category1,2033-01-10
81,0,Category2,2033-01-11
41,0,Category2,2033-01-12
12,0,Category3,2033-01-13
35,0,Category1,2033-01-14
65,0,Category3,2033-01-15
55,0,Category3,2033-01-16
45,0,Category2,2033-01-17
79,0,Category1,2033-01-18
90,0,Category3,2033-01-19
85,0,Category2,2033-01-20
62,0,Category3,2033-01-21
49,0,Category3,2033-01-22
95,0,Category1,2033-01-23
25,0,Category1,2033-01-24
23,0,Category1,2033-01-25
24,0,Category3,2033-01-26
38,0,Category1,2033-01-27
28,0,Category2,2033-01-28
21,0,Category3,2033-01-29
54,0,Category1,2033-01-30
18,0,Category3,2033-01-31
36,0,Category3,2033-02-01
99,0,Category2,2033-02-02
45,0,Category2,2033-02-03
73,0,Category2,2033-02-04
53,0,Category3,2033-02-05
30,0,Category3,2033-02-06
60,0,Category2,2033-02-07
98,0,Category3,2033-02-08
32,0,Category2,2033-02-09
67,0,Category2,2033-02-10
67,0,Category1,2033-02-11
28,0,Category2,2033-02-12
44,0,Category1,2033-02-13
79,0,Category2,2033-02-14
41,0,Category3,2033-02-15
63,0,Category1,2033-02-16
23,0,Category3,2033-02-17
75,0,Category3,2033-02-18
48,0,Category2,2033-02-19
32,0,Category2,2033-02-20
57,0,Category3,2033-02-21
33,0,Category2,2033-02-22
24,0,Category2,2033-02-23
39,0,Category2,2033-02-24
34,0,Category3,2033-02-25
56,0,Category1,2033-02-26
28,0,Category1,2033-02-27
37,0,Category3,2033-02-28
7,0,Category2,2033-03-01
68,0,Category2,2033-03-02
37,0,Category1,2033-03-03
56,0,Category3,2033-03-04
65,0,Category3,2033-03-05
65,0,Category2,2033-03-06
47,0,Category2,2033-03-07
20,0,Category2,2033-03-08
19,0,Category3,2033-03-09
29,0,Category1,2033-03-10
74,0,Category3,2033-03-11
60,0,Category3,2033-03-12
18,0,Category3,2033-03-13
92,0,Category1,2033-03-14
35,0,Category2,2033-03-15
43,0,Category2,2033-03-16
95,0,Category3,2033-03-17
91,0,Category3,2033-03-18
11,0,Category1,2033-03-19
49,0,Category1,2033-03-20
38,0,Category2,2033-03-21
64,0,Category3,2033-03-22
69,0,Category1,2033-03-23
8,0,Category1,2033-03-24
34,0,Category3,2033-03-25
48,0,Category3,2033-03-26
56,0,Category3,2033-03-27
76,0,Category3,2033-03-28
65,0,Category3,2033-03-29
31,0,Category3,2033-03-30
4,0,Category1,2033-03-31
50,0,Category3,2033-04-01
69,0,Category2,2033-04-02
30,0,Category3,2033-04-03
88,0,Category2,2033-04-04
59,0,Category2,2033-04-05
67,0,Category2,2033-04-06
75,0,Category3,2033-04-07
45,0,Category3,2033-04-08
4,0,Category2,2033-04-09
26,0,Category3,2033-04-10
27,0,Category1,2033-04-11
46,0,Category1,2033-04-12
64,0,Category1,2033-04-13
91,0,Category1,2033-04-14
51,0,Category3,2033-04-15
50,0,Category2,2033-04-16
6,0,Category3,2033-04-17
59,0,Category1,2033-04-18
15,0,Category3,2033-04-19
30,0,Category3,2033-04-20
42,0,Category1,2033-04-21
37,0,Category2,2033-04-22
42,0,Category3,2033-04-23
35,0,Category3,2033-04-24
87,0,Category1,2033-04-25
6,0,Category2,2033-04-26
68,0,Category1,2033-04-27
18,0,Category1,2033-04-28
73,0,Category3,2033-04-29
29,0,Category2,2033-04-30
77,0,Category1,2033-05-01
59,0,Category3,2033-05-02
47,0,Category1,2033-05-03
17,0,Category3,2033-05-04
96,0,Category2,2033-05-05
22,0,Category1,2033-05-06
68,0,Category2,2033-05-07
69,0,Category2,2033-05-08
37,0,Category3,2033-05-09
49,0,Category1,2033-05-10
13,0,Category1,2033-05-11
34,0,Category3,2033-05-12
86,0,Category3,2033-05-13
53,0,Category2,2033-05-14
87,0,Category1,2033-05-15
51,0,Category1,2033-05-16
3,0,Category3,2033-05-17
42,0,Category3,2033-05-18
98,0,Category3,2033-05-19
32,0,Category1,2033-05-20
51,0,Category1,2033-05-21
85,0,Category2,2033-05-22
46,0,Category3,2033-05-23
21,0,Category2,2033-05-24
44,0,Category1,2033-05-25
11,0,Category2,2033-05-26
68,0,Category2,2033-05-27
1,0,Category2,2033-05-28
92,0,Category3,2033-05-29
63,0,Category1,2033-05-30
24,0,Category3,2033-05-31
99,0,Category2,2033-06-01
13,0,Category3,2033-06-02
98,0,Category1,2033-06-03
11,0,Category1,2033-06-04
51,0,Category2,2033-06-05
17,0,Category2,2033-06-06
99,0,Category3,2033-06-07
82,0,Category1,2033-06-08
86,0,Category1,2033-06-09
24,0,Category3,2033-06-10
19,0,Category1,2033-06-11
37,0,Category2,2033-06-12
85,0,Category2,2033-06-13
8,0,Category3,2033-06-14
28,0,Category3,2033-06-15
5,0,Category3,2033-06-16
17,0,Category2,2033-06-17
36,0,Category3,2033-06-18
19,0,Category1,2033-06-19
64,0,Category3,2033-06-20
91,0,Category1,2033-06-21
98,0,Category2,2033-06-22
11,0,Category1,2033-06-23
54,0,Category1,2033-06-24
45,0,Category1,2033-06-25
47,0,Category2,2033-06-26
12,0,Category1,2033-06-27
21,0,Category1,2033-06-28
11,0,Category3,2033-06-29
92,0,Category3,2033-06-30
5,0,Category3,2033-07-01
81,0,Category1,2033-07-02
56,0,Category1,2033-07-03
20,0,Category2,2033-07-04
41,0,Category1,2033-07-05
46,0,Category1,2033-07-06
12,0,Category2,2033-07-07
70,0,Category1,2033-07-08
17,0,Category2,2033-07-09
19,0,Category2,2033-07-10
26,0,Category3,2033-07-11
48,0,Category1,2033-07-12
52,0,Category3,2033-07-13
96,0,Category1,2033-07-14
70,0,Category3,2033-07-15
55,0,Category2,2033-07-16
75,0,Category2,2033-07-17
33,0,Category2,2033-07-18
62,0,Category2,2033-07-19
88,0,Category1,2033-07-20
23,0,Category1,2033-07-21
15,0,Category3,2033-07-22
27,0,Category1,2033-07-23
75,0,Category1,2033-07-24
64,0,Category3,2033-07-25
81,0,Category2,2033-07-26
51,0,Category3,2033-07-27
53,0,Category3,2033-07-28
78,0,Category2,2033-07-29
91,0,Category3,2033-07-30
82,0,Category3,2033-07-31
92,0,Category3,2033-08-01
51,0,Category1,2033-08-02
47,0,Category2,2033-08-03
4,0,Category2,2033-08-04
7,0,Category3,2033-08-05
35,0,Category1,2033-08-06
48,0,Category2,2033-08-07
73,0,Category2,2033-08-08
72,0,Category3,2033-08-09
45,0,Category3,2033-08-10
81,0,Category3,2033-08-11
81,0,Category2,2033-08-12
97,0,Category3,2033-08-13
96,0,Category3,2033-08-14
72,0,Category3,2033-08-15
19,0,Category1,2033-08-16
63,0,Category3,2033-08-17
38,0,Category2,2033-08-18
67,0,Category3,2033-08-19
59,0,Category2,2033-08-20
69,0,Category1,2033-08-21
13,0,Category1,2033-08-22
47,0,Category3,2033-08-23
61,0,Category2,2033-08-24
31,0,Category3,2033-08-25
80,0,Category3,2033-08-26
96,0,Category2,2033-08-27
22,0,Category2,2033-08-28
93,0,Category2,2033-08-29
86,0,Category2,2033-08-30
43,0,Category2,2033-08-31
67,0,Category1,2033-09-01
54,0,Category1,2033-09-02
10,0,Category1,2033-09-03
42,0,Category2,2033-09-04
64,0,Category2,2033-09-05
21,0,Category2,2033-09-06
80,0,Category3,2033-09-07
76,0,Category1,2033-09-08
